activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],,0,1,演唱会,2148,郑州,[],,1_1_798804661556,-601887977,False,0,0,0,0,面包掠取×哥伦比亚可乐×人民公厕×v是兔子,面包掠取×哥伦比亚可乐×人民公厕×v是兔子,99.0,99,99.0,[],798804661556,[],售票中,,2024.06.06 周四 20:00,3,48,livehouse,,7LIVEHOUSE,郑州,1540,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01VgOeZT2GdSbNskmPg_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_798841312671,-601521466,False,0,0,0,0,Shanghai OK！狂热之夜,Shanghai OK！狂热之夜,90.0,90,90.0,[],798841312671,[],售票中,,2024.06.09 周日 20:30,3,48,livehouse,,育音堂(凯旋路店),上海,834004,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01BxlPM22GdSbMFEFI2_!!2-item_pic.png
[],,0,1,演唱会,586,武汉,[],,1_1_798488057524,-605054017,False,0,1,0,0,INFEIN | 双星联合「Lil Asian & Lil 9ine」千人说唱派对 武汉站,INFEIN | 双星联合「Lil Asian & Lil 9ine」千人说唱派对 武汉站,138.0,138-258,258.0,[],798488057524,[],售票中,,2024.06.15 周六 20:00,3,48,livehouse,,不晚IN TIME LIVE,武汉,2610008,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01tLODKR2GdSbKKVgaP_!!0-item_pic.jpg
[],,0,1,演唱会,1209,天津,[],,1_1_798828000215,-601654590,False,0,0,0,0,发条月亮【天体引力】2024巡演 天津站,发条月亮【天体引力】2024巡演 天津站,138.0,138-258,258.0,[],798828000215,[],售票中,,2024.08.04 周日 19:30,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01modXM52GdSbMD2AOE_!!2-item_pic.png
[],,0,1,演唱会,54,银川,[],,1_1_798825012363,-601684469,False,0,0,0,0,「千万亿个梦」贰佰2024新专辑巡演 第二轮 银川站,「千万亿个梦」贰佰2024新专辑巡演 第二轮 银川站,150.0,150-180,180.0,[],798825012363,[],售票中,,2024.08.16 周五 20:00,3,48,livehouse,,银川剧院小剧场,银川,2787012,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01LlB1Bj2GdSbMkNRSc_!!2-item_pic.png
[],,0,1,演唱会,2148,郑州,[],,1_1_798653930392,-603395289,False,0,0,0,0,中原“会”面NEWSTART团队专场,中原“会”面NEWSTART团队专场,109.0,109-219,219.0,[],798653930392,[],售票中,,2024.06.01 周六 20:00,3,48,livehouse,,7LIVEHOUSE,郑州,1540,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01lTwdUK2GdSbLKZ2Fb_!!2-item_pic.png
[],,0,1,演唱会,2648,哈尔滨,[],,1_1_798777013173,-602164461,False,0,1,0,0,天才归来 | 千贺太郎Taro Aika's Special Band 2024中国巡演 哈尔滨站,天才归来 | 千贺太郎Taro Aika's Special Band 2024中国巡演 哈尔滨站,180.0,180-480,480.0,[],798777013173,[],售票中,,2024.06.30 周日 19:30,3,48,livehouse,,SUB LIVE ·巨星馆,哈尔滨,6003008,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01RHhsfX2GdSbM0OECy_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_798575455043,-604180042,False,0,0,0,0,日爵都市流行BLU-SWING新专辑「Panorama」| 2024巡演 上海站,日爵都市流行BLU-SWING新专辑「Panorama」| 2024巡演 上海站,218.0,218-400,400.0,[],798575455043,[],售票中,,2024.06.22 周六 20:00,3,48,livehouse,,THE BOXX城市乐园,上海,2865006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01BOyyTz2GdSbNg2d7N_!!2251059038.png
[],,0,1,演唱会,1847,青岛,[],,1_1_798817812015,-601756472,False,0,0,0,0,LikeKpop「BTS专场十一周年Army派对」青岛站,LikeKpop「BTS专场十一周年Army派对」青岛站,77.0,77-377,377.0,[],798817812015,[],售票中,,2024.07.12 周五 19:30,3,48,livehouse,,Downtown Live,青岛,6058010,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01tSxSQe2GdSbNnnEnB_!!2-item_pic.png
[],艺人：BEATBOX 张泽,0,1,演唱会,702,长沙,[],艺人：BEATBOX 张泽,1_1_798815252672,-601782066,False,0,0,0,0,“张嘴就来2024”BEATBOX巡演-长沙站,“张嘴就来2024”BEATBOX巡演-长沙站,158.0,158-258,258.0,[],798815252672,[],售票中,,2024.08.09 周五 20:00,3,48,livehouse,,达丰空间,长沙,6272003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01JlxdiK2GdSbLrudtH_!!2251059038.png
[],,0,1,演唱会,2148,郑州,[],,1_1_798803968652,-601894906,False,0,1,0,0,「端午假期」倒带2006·青春范特西演唱会——一键回到华语乐坛黄金年代（郑州站）,「端午假期」倒带2006·青春范特西演唱会——一键回到华语乐坛黄金年代（郑州站）,98.0,98-369,369.0,[],798803968652,[],售票中,,2024.06.10 周一 20:00,3,48,livehouse,,7LIVEHOUSE,郑州,1540,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01pd69eT2GdSbP55EEm_!!2-item_pic.png
[],,0,1,演唱会,893,广州,[],,1_1_798538183262,-604552760,False,0,0,0,0,象乐队X索廷「石头挨斗河上的桥」广州·联合专场,象乐队X索廷「石头挨斗河上的桥」广州·联合专场,99.0,99-166,166.0,[],798538183262,[],售票中,,2024.06.07 周五 20:00,3,48,livehouse,,声音共和Livehouse,广州,3109001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01NUGKp82GdSbLJHk9U_!!2251059038.png
[],,0,1,演唱会,2148,郑州,[],,1_1_798580818158,-604126411,False,0,0,0,0,Lur:/飞行冠军 联合专场 郑州站,Lur:/飞行冠军 联合专场 郑州站,99.0,99-129,129.0,[],798580818158,[],售票中,,2024.07.12 周五 20:00,3,48,livehouse,,7LIVEHOUSE,郑州,1540,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN019CETtW2GdSbLvUWL6_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_798487107943,-605063513,False,0,1,0,0,6.9｜「e人i人伪装卧底战」MBTI主题派对 #酒水畅饮,6.9｜「e人i人伪装卧底战」MBTI主题派对 #酒水畅饮,69.0,69-169,169.0,[],798487107943,[],售票中,,2024.06.09-06.10,3,48,livehouse,,MAO Livehouse成都,成都,2266025,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01egIjIM2GdSbOpJPy8_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_798486375757,-605070835,False,0,1,0,0,热浪澎湃2024「Splash！」限定主题音乐现场,热浪澎湃2024「Splash！」限定主题音乐现场,0.0,0,0.0,[],798486375757,[],售票中,,2024.06.15 周六 18:15,3,13,其他,,西部国际博览城中心室内3号厅,成都,6750049,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01xCvFDX2GdSbPFDayd_!!2251059038.jpg
[],,0,1,演唱会,906,深圳,[],,1_1_798445668205,-605477910,False,0,0,0,1,【第二张半价】《忱宴·渐渐被你吸引》热血动漫二次元ACG演唱会,【第二张半价】《忱宴·渐渐被你吸引》热血动漫二次元ACG演唱会,100.0,100-720,720.0,[],798445668205,[],售票中,,2024.08.04 周日 15:00,3,13,其他,,深圳开心麻花红山剧场,深圳,2784003,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN0188uWad2GdSbGgRl4u_!!2-item_pic.png
[],,0,1,演唱会,2207,驻马店,[],,1_1_798676573097,-603168862,False,0,1,0,1,《纪念家驹·致敬BEYOND·海阔天空》演唱会-驻马店站,《纪念家驹·致敬BEYOND·海阔天空》演唱会-驻马店站,50.0,50-198,198.0,[],798676573097,[],售票中,,2024.06.22 周六 19:30,3,13,其他,,驻马店国际会展中心演艺中心,驻马店,6058017,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01uPTIBj2GdSbMNHSye_!!0-item_pic.jpg
[],,0,1,演唱会,1209,天津,[],,1_1_798552314423,-604411448,False,0,0,0,0,靴腿「公开排练日」天津小专场,靴腿「公开排练日」天津小专场,70.0,70-90,90.0,[],798552314423,[],售票中,,2024.06.14 周五 20:00,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01NTF7lk2GdSbKCm98c_!!2-item_pic.png
[],,0,1,演唱会,1209,天津,[],,1_1_798474423996,-605190353,False,0,0,0,0,动物园钉子户「出发！浅滩公路疾行」2024巡演 天津站,动物园钉子户「出发！浅滩公路疾行」2024巡演 天津站,100.0,100-120,120.0,[],798474423996,[],售票中,,2024.10.27 周日 20:00,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01TDD7Qi2GdSbIha9HT_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_796378789923,-626146693,False,0,1,0,0,煮儿果实2024“果乐园“巡回演出,煮儿果实2024“果乐园“巡回演出,480.0,480-680,680.0,[],796378789923,[],售票中,,2024.07.05 周五 20:00,3,48,livehouse,,MAO Livehouse上海,上海,1094,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN0114BWSw2GdSbGkqAHu_!!2251059038.jpg
[],,0,1,演唱会,356,福州,[],,1_1_798385902811,-606075564,False,0,1,0,0,Altwave次声波·校园新番二次元派对VOL.2,Altwave次声波·校园新番二次元派对VOL.2,129.0,129-159,159.0,[],798385902811,[],售票中,,2024.06.15 周六 17:00,3,48,livehouse,,唯美客MAKERLIVE(三盛i33),福州,2731001,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01OJAfF72GdSbJmVXF4_!!2-item_pic.png
[],艺人：于贞,0,1,演唱会,1580,杭州,[],艺人：于贞,1_1_798127280936,-608661783,False,0,1,0,0,于贞Ingrita「奇迹」2024全国巡演 （杭州站）,于贞Ingrita「奇迹」2024全国巡演 （杭州站）,249.0,249-399,399.0,[],798127280936,[],售票中,,2024.06.30 周日 20:00,3,48,livehouse,,SoFun Live 杭州,杭州,6467087,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01Q8wnwl2GdSbLX3Jlr_!!2251059038.png
[],,0,1,演唱会,356,福州,[],,1_1_798207043385,-607864159,False,0,1,0,0,「捣蛋派对」六一捣蛋派对·福州站,「捣蛋派对」六一捣蛋派对·福州站,19.9,19.9-158,158.0,[],798207043385,[],售票中,,2024.05.31 周五 22:30,3,48,livehouse,,MoliLive茉莉空间,福州,6257003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01KG43E42GdSbIdpTUw_!!2251059038.png
[],艺人：于贞,0,1,演唱会,372,厦门,[],艺人：于贞,1_1_798123024522,-608704347,False,0,1,0,0,于贞Ingrita「奇迹」2024全国巡演 （厦门站）,于贞Ingrita「奇迹」2024全国巡演 （厦门站）,249.0,249-399,399.0,[],798123024522,[],售票中,,2024.07.13 周六 20:00,3,48,livehouse,,厦门WOKESHOW星巢沃克秀,厦门,6479117,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01O6jXfF2GdSbLYjZyV_!!2251059038.png
[],,0,1,演唱会,386,泉州,[],,1_1_798449048015,-605444112,False,0,1,0,0,「捣蛋派对」六一捣蛋派对·泉州站,「捣蛋派对」六一捣蛋派对·泉州站,19.9,19.9-158,158.0,[],798449048015,[],售票中,,2024.06.01-06.02,3,48,livehouse,,57Star livehouse,泉州,6622005,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN014Z0LT72GdSbGlE1ZP_!!2251059038.png
[],艺人：王晓佳,0,1,演唱会,872,上海,[],艺人：王晓佳,1_1_797210105859,-617833534,False,0,1,0,1,Zerlina的地星聚会,Zerlina的地星聚会,175.0,175-831,831.0,[],797210105859,[],售票中,,2024.05.31 周五 19:30,3,48,livehouse,,万代南梦宫上海文化中心梦想剧场,上海,57281,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01VLqW4n2GdSbLazoVp_!!0-item_pic.jpg
[],艺人：于贞,0,1,演唱会,1038,南京,[],艺人：于贞,1_1_797884707477,-611087518,False,0,1,0,0,于贞Ingrita「奇迹」2024全国巡演 （南京站）,于贞Ingrita「奇迹」2024全国巡演 （南京站）,249.0,249-399,399.0,[],797884707477,[],售票中,,2024.08.10 周六 20:00,3,48,livehouse,,1701 Live House Max,南京,4240001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01fUHsSr2GdSbAIeSa6_!!2251059038.png
[],,0,1,演唱会,872,上海,[],,1_1_798368202688,-606252566,False,0,0,0,0,【EUPD呈现】大桥彩香Reflection亚洲巡演-上海站,【EUPD呈现】大桥彩香Reflection亚洲巡演-上海站,480.0,480,480.0,[],798368202688,[],售票中,,2024.06.08 周六 19:00,3,48,livehouse,,MAO Livehouse上海,上海,1094,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01WXgFqh2GdSbCPUVh3_!!2-item_pic.png
[],,0,1,演唱会,852,北京,[],,1_1_798488469450,-605049898,False,0,1,0,0,06.10｜「昼夜」佑转德里+化骨龙双专场!,06.10｜「昼夜」佑转德里+化骨龙双专场!,60.0,60-100,100.0,[],798488469450,[],售票中,,2024.06.10 周一 20:00,3,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Sv6k8E2GdSbMD3uZV_!!2251059038.jpg
[],艺人：康姆士COM'Z,0,1,演唱会,1377,成都,[],艺人：康姆士COM'Z,1_1_798523496978,-604699623,False,0,0,0,0,康姆士COM'Z 「致飞行女孩」2024 TOUR 成都专场 6/29,康姆士COM'Z 「致飞行女孩」2024 TOUR 成都专场 6/29,260.0,260-300,300.0,[],798523496978,[],售票中,,2024.06.29 周六 20:00,3,48,livehouse,,CH8绿树演艺中心,成都,6559007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01miycuv2GdSbI8X0ee_!!2251059038.png
[],艺人：林俊杰,0,1,演唱会,200,重庆,[],艺人：林俊杰,1_1_798480881192,-605125781,False,0,1,0,0,林俊杰JJ20 世界巡回演唱会-重庆站,林俊杰JJ20 世界巡回演唱会-重庆站,380.0,380-1880,1880.0,[],798480881192,[],售票中,,2024.11.02-11.03,3,13,其他,,重庆奥体中心体育场,重庆,258,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01JAUn1V2GdSbLjyLiv_!!2251059038.jpg
[],,0,1,演唱会,872,上海,[],,1_1_798271283061,-607221762,False,0,1,0,0,上海｜6.1 超燃日漫爵士乐专场，献给曾经的小孩与未来的大人们,上海｜6.1 超燃日漫爵士乐专场，献给曾经的小孩与未来的大人们,180.0,180-280,280.0,[],798271283061,[],售票中,,2024.06.01 周六 20:00,3,48,livehouse,,Blue Note Shanghai,上海,2280002,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01X1W1Au2GdSbOEYTTP_!!2-item_pic.png
[],,0,1,演唱会,906,深圳,[],,1_1_798345998208,-606474610,False,0,1,0,0,捣蛋俱乐部！Chi Min + hainafromchina+果女GOGO,捣蛋俱乐部！Chi Min + hainafromchina+果女GOGO,80.0,80-1880,1880.0,[],798345998208,[],售票中,,2024.06.01-06.02,3,48,livehouse,,OIL Club,深圳,6205001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN018YXcha2GdSbMDKxNC_!!2251059038.png
[],,0,1,演唱会,906,深圳,[],,1_1_798468397845,-605250614,False,0,1,0,0,次元闪耀！！偶像与ACG音乐现场 深圳站丨StarRocket呈现 「关于二次元、地下偶像、ACG」,次元闪耀！！偶像与ACG音乐现场 深圳站丨StarRocket呈现 「关于二次元、地下偶像、ACG」,80.0,80-180,180.0,[],798468397845,[],售票中,,2024.06.08 周六 19:20,3,48,livehouse,,MAOLivehouse深圳,深圳,6583013,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01SyPXtj2GdSbGTHUzW_!!2251059038.jpg
[],,0,1,演唱会,1847,青岛,[],,1_1_798295074491,-606983848,False,0,1,0,0,POPMIX 青岛站 ｜Taylor Swift Fan Party 酒水畅饮霉粉派对,POPMIX 青岛站 ｜Taylor Swift Fan Party 酒水畅饮霉粉派对,98.0,98-228,228.0,[],798295074491,[],售票中,,2024.06.07 周五 19:30,3,48,livehouse,,Downtown Live,青岛,6058010,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01J5eNob2GdSbKqtjVg_!!0-item_pic.jpg
[],,0,1,演唱会,3167,呼和浩特,[],,1_1_798484568875,-605088904,False,0,0,0,0,【石磊4ROCK】2024“一万场” 巡演呼和浩特站,【石磊4ROCK】2024“一万场” 巡演呼和浩特站,100.0,100-130,130.0,[],798484568875,[],售票中,,2024.06.09 周日 20:00,3,48,livehouse,,新思路 WHOHOT LIVEHOUSE,呼和浩特,10035,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01xb5PhB2GdSbNXtF2r_!!2-item_pic.png
[],艺人：周华健,0,1,演唱会,465,南昌,[],艺人：周华健,1_1_798319778904,-606736803,False,0,1,0,0,2024周华健【少年侠客】巡回演唱会-南昌站,2024周华健【少年侠客】巡回演唱会-南昌站,499.0,499-1299,1299.0,[],798319778904,[],售票中,,2024.08.10 周六 19:30,3,13,其他,,南昌国际体育中心体育馆,南昌,54067,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01qEfYKf2GdSbMXqESZ_!!2251059038.jpg
[],,0,1,演唱会,3250,西安,[],,1_1_798443805537,-605496537,False,0,0,0,0,【闪光的夏天-星球乐队夜】没有乐队的夏天是不完美的|千人乐队party！必须玩嗨！,【闪光的夏天-星球乐队夜】没有乐队的夏天是不完美的|千人乐队party！必须玩嗨！,109.0,109-159,159.0,[],798443805537,[],售票中,,2024.06.07 周五 21:00,3,48,livehouse,,星球工厂LIVEHOUSE,西安,2761004,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN013PJ0352GdSbGp69z9_!!2-item_pic.png
[],,0,1,演唱会,1725,大连,[],,1_1_798443589072,-605498702,False,0,0,0,0,星海Starumi Idol Live Vol.01,星海Starumi Idol Live Vol.01,60.0,60-90,90.0,[],798443589072,[],售票中,,2024.06.22 周六 13:00,3,48,livehouse,,赫兹空间(佳兆业店),大连,3177042,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01TrEYbt2GdSbNXl38c_!!2-item_pic.png
[],,0,1,演唱会,3250,西安,[],,1_1_798483776331,-605096829,False,0,0,0,0,「千万亿个梦」贰佰2024新专辑巡演 第二轮 西安站,「千万亿个梦」贰佰2024新专辑巡演 第二轮 西安站,150.0,150-180,180.0,[],798483776331,[],售票中,,2024.08.18 周日 20:00,3,48,livehouse,,星球工厂LIVEHOUSE,西安,2761004,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01TfZ0uQ2GdSbI49BSI_!!2-item_pic.png
[],,0,1,演唱会,2812,长春,[],,1_1_798442821825,-605506374,False,0,0,0,0,KpopNOW长春站｜室内KPOP狂欢派对,KpopNOW长春站｜室内KPOP狂欢派对,78.0,78-118,118.0,[],798442821825,[],售票中,,2024.06.14 周五 18:00,3,48,livehouse,,长春 音浪LIVEHOUSE,长春,10074,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN012rwu8k2GdSbNXg5Dr_!!2-item_pic.png
[],,0,1,演唱会,54,银川,[],,1_1_798442105797,-605513535,False,0,0,0,0,Lur:/飞行冠军 联合专场 银川站,Lur:/飞行冠军 联合专场 银川站,99.0,99-129,129.0,[],798442105797,[],售票中,,2024.06.21 周五 20:00,3,48,livehouse,,铜管livehouse,银川,2790010,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01IfbhkB2GdSbLchoNq_!!2-item_pic.png
[],,0,1,演唱会,2812,长春,[],,1_1_798482532658,-605109266,False,0,0,0,0,【不识时务】李智&乐队2024新专辑巡演,【不识时务】李智&乐队2024新专辑巡演,90.0,90,90.0,[],798482532658,[],售票中,,2024.07.13 周六 19:30,3,48,livehouse,,长春 音浪LIVEHOUSE,长春,10074,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01zQzTw22GdSbLBF0q3_!!2-item_pic.png
[],,0,1,演唱会,1847,青岛,[],,1_1_798439733502,-605537257,False,0,0,0,0,青岛城市新声,青岛城市新声,49.0,49-59,59.0,[],798439733502,[],售票中,,2024.06.20 周四 18:00,3,48,livehouse,,Downtown Live,青岛,6058010,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01bX3Y182GdSbMYtYES_!!2-item_pic.png
[],艺人：石岩,0,1,演唱会,1209,天津,[],艺人：石岩,1_1_798478084301,-605153749,False,0,0,0,0,「如瓮」 石岩·二〇二四巡演 天津站,「如瓮」 石岩·二〇二四巡演 天津站,99.0,99-119,119.0,[],798478084301,[],售票中,,2024.06.16 周日 20:30,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01y5DKnm2GdSbKK1U8y_!!2-item_pic.png
[],艺人：歌之初乐队,0,1,演唱会,356,福州,[],艺人：歌之初乐队,1_1_798475168997,-605182903,False,0,0,0,0,歌之初乐队「那就出发吧」巡演 福州站,歌之初乐队「那就出发吧」巡演 福州站,100.0,100-228,228.0,[],798475168997,[],售票中,,2024.07.05 周五 20:00,3,48,livehouse,,唯美客MAKERLIVE(三盛i33),福州,2731001,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01ZXc01V2GdSbLbNEfA_!!2-item_pic.png
[],,0,1,演唱会,2148,郑州,[],,1_1_798307338794,-606861205,False,0,0,0,0,壹車演出▶Kawa乐队x败犬 「所有惊喜都与你相伴」,壹車演出▶Kawa乐队x败犬 「所有惊喜都与你相伴」,159.0,159,159.0,[],798307338794,[],售票中,,2024.06.15 周六 20:00,3,48,livehouse,,郑州7LIVEHOUSE+,郑州,3226020,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01mXYHKq2GdSbNVbek0_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_798224375147,-607690841,False,0,0,0,0,万晓利【这里有你要的好风光】2024成都专场,万晓利【这里有你要的好风光】2024成都专场,198.0,198-288,288.0,[],798224375147,[],售票中,,2024.06.21 周五 20:00,3,48,livehouse,,成都麓湖水上剧场,成都,2785023,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01IK86YO2GdSbKHR2MO_!!2-item_pic.png
[],,0,1,演唱会,2103,桂林,[],,1_1_798422557175,-605709021,False,0,0,0,0,6.15 银云SILVER CLOUD 2024 minitour VOL.5 桂林站,6.15 银云SILVER CLOUD 2024 minitour VOL.5 桂林站,65.0,65-150,150.0,[],798422557175,[],售票中,,2024.06.15 周六 20:30,3,48,livehouse,,纯洁友谊俱乐部,桂林,3651001,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN015UbE1f2GdSbKGy6EB_!!2-item_pic.png
[],,0,1,演唱会,586,武汉,[],,1_1_798422049924,-605714093,False,0,1,0,0,倒带2007·青春日不落演唱会——一键回到华语乐坛黄金年代(武汉站）,倒带2007·青春日不落演唱会——一键回到华语乐坛黄金年代(武汉站）,98.0,98-599,599.0,[],798422049924,[],售票中,,2024.07.19 周五 20:00,3,48,livehouse,,不晚INtime 403店,武汉,3375001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01H5Dc6J2GdSbI07i3d_!!0-item_pic.jpg
[],,0,1,演唱会,1209,天津,[],,1_1_798458868872,-605345904,False,0,0,0,0,二十年音乐现场·演出开放日 VOL.9,二十年音乐现场·演出开放日 VOL.9,7.0,7,7.0,[],798458868872,[],售票中,,2024.06.07 周五 19:30,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01mdSKEZ2GdSbL6D2F1_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_798416733778,-605767255,False,0,1,0,0,2024尼玛乐队巡演 | 成都站,2024尼玛乐队巡演 | 成都站,100.0,100-260,260.0,[],798416733778,[],售票中,,2024.06.22 周六 19:30,3,48,livehouse,,追花城市音乐现场,成都,4171001,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01KwFkx42GdSbLFzvu1_!!2-item_pic.png
[],,0,1,演唱会,702,长沙,[],,1_1_798292486948,-607009723,False,0,0,0,0,异国人乐队2024巡演长沙站,异国人乐队2024巡演长沙站,68.0,68-88,88.0,[],798292486948,[],售票中,,2024.07.04 周四 20:30,3,48,livehouse,,长沙VOX LIVEHOUSE,长沙,92583,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01bFK4Hs2GdSbMj3gCb_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_798216107303,-607773519,False,0,1,0,0,【MOLY电音节-成都站】6.8日端午节相约超级夜店OROCHI，夏日狂欢主题千人派对等你来嗨,【MOLY电音节-成都站】6.8日端午节相约超级夜店OROCHI，夏日狂欢主题千人派对等你来嗨,59.9,59.9-1298,1298.0,[],798216107303,[],售票中,,2024.06.08 周六 14:00,3,48,livehouse,,OROCHI成都,成都,6609001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01qRG8xB2GdSbJWPzWH_!!2251059038.jpg
[],,0,1,演唱会,200,重庆,[],,1_1_798214223919,-607792353,False,0,0,0,0,心中的“阿楚姑娘” 重庆站,心中的“阿楚姑娘” 重庆站,118.0,118-198,198.0,[],798214223919,[],售票中,,2024.05.31 周五 19:30,3,48,livehouse,,重庆VOX LIVEHOUSE,重庆,1206002,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01xyfDcG2GdSbNRgMG3_!!2-item_pic.png
[],,0,1,演唱会,2024,南宁,[],,1_1_798214203347,-607792559,False,0,0,0,0,康姆士COM'Z 「致飞行女孩」2024 TOUR 南宁专场 6/15,康姆士COM'Z 「致飞行女孩」2024 TOUR 南宁专场 6/15,260.0,260-300,300.0,[],798214203347,[],售票中,,2024.06.15 周六 20:00,3,48,livehouse,,候朋现场HOPELIVExC ONE LIVEHOUSE,南宁,6473015,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN013ZvK2F2GdSbLWvz2r_!!2-item_pic.png
[],,0,1,演唱会,2024,南宁,[],,1_1_798213567922,-607798913,False,0,0,0,0,悲伤玩具2024「至少我们会听同一首歌」巡演 南宁站,悲伤玩具2024「至少我们会听同一首歌」巡演 南宁站,100.0,100-120,120.0,[],798213567922,[],售票中,,2024.07.20 周六 20:00,3,48,livehouse,,候朋现场HOPELIVE(中山路万象汇店),南宁,6479058,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01hpxV6U2GdSbO2oT6a_!!2-item_pic.png
